UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
9163,M02712,M,299.0,307.9,1411,40.6,28,0,0,0,0,0,0
9164,L04651,L,297.9,306.6,1499,46.4,30,0,0,0,0,0,0
9165,H01802,H,297.4,305.7,1471,42.4,35,0,0,0,0,0,0
9166,H01803,H,302.0,310.6,1547,27.1,40,0,0,0,0,0,0
9167,H01804,H,300.2,311.9,1482,45.3,45,0,0,0,0,0,0
9168,L04652,L,300.4,309.7,1534,44.9,47,0,0,0,0,0,0
9169,L04653,L,298.4,305.4,1407,37.7,49,0,0,0,0,0,0
9170,L04654,L,297.1,306.5,1398,40.7,51,0,0,0,0,0,0
9171,L04655,L,301.9,310.3,1594,40.7,53,0,0,0,0,0,0
9172,H01805,H,300.1,310.1,1615,28.1,58,0,0,0,0,0,0
9173,L04656,L,301.8,311.8,1499,37.6,60,0,0,0,0,0,0
9174,L04657,L,299.2,309.3,1541,37.8,62,0,0,0,0,0,0
9175,L04658,L,299.5,309.5,1493,39.0,64,0,0,0,0,0,0
9176,L04659,L,301.4,311.1,1648,36.8,66,0,0,0,0,0,0
9177,L04660,L,301.5,310.0,1518,44.0,68,0,0,0,0,0,0
9178,M02713,M,301.6,311.5,1488,35.1,71,0,0,0,0,0,0
9179,M02714,M,299.4,310.4,1635,45.5,74,0,0,0,0,0,0
9180,L04661,L,301.2,313.0,1461,43.7,76,0,0,0,0,0,0
9181,L04662,L,302.2,312.0,1554,48.2,78,0,0,0,0,0,0
9182,L04663,L,299.8,309.7,1433,50.4,80,0,0,0,0,0,0
9183,L04664,L,299.0,309.5,1604,50.4,82,0,0,0,0,0,0
9184,M02715,M,302.7,314.2,1620,32.9,85,0,0,0,0,0,0
9185,M02716,M,298.7,308.2,1409,42.1,88,0,0,0,0,0,0
9186,M02717,M,301.3,312.0,1394,35.7,91,0,0,0,0,0,0
9187,M02718,M,299.9,309.1,1567,59.7,94,1,0,0,1,0,0
9188,L04665,L,296.3,306.6,1732,43.7,96,0,0,0,0,0,0
9189,H01806,H,302.3,313.2,1626,48.5,101,0,0,0,0,0,0
9190,H01807,H,294.5,303.2,1517,42.6,106,0,0,0,0,0,0
9191,H01808,H,296.0,305.5,1453,24.2,111,0,0,0,0,0,0
9192,L04666,L,301.1,312.0,1416,35.3,113,0,0,0,0,0,0
9193,H01809,H,301.1,311.7,1610,35.9,118,0,0,0,0,0,0
9194,H01810,H,298.7,309.8,1630,37.7,123,0,0,0,0,0,0
9195,H01811,H,300.3,311.1,1475,42.2,128,0,0,0,0,0,0
9196,L04667,L,294.9,304.6,1513,43.0,130,0,0,0,0,0,0
9197,M02719,M,301.4,313.6,1543,24.2,133,0,0,0,0,0,0
9198,H01812,H,300.5,310.6,1719,38.6,138,0,0,0,0,0,0
9199,M02720,M,299.9,306.9,1545,37.1,141,0,0,0,0,0,0
9200,M02721,M,300.0,309.8,1440,48.3,144,0,0,0,0,0,0
9201,H01813,H,301.0,310.5,1422,43.6,149,0,0,0,0,0,0
9202,L04668,L,299.9,310.7,1447,38.9,151,0,0,0,0,0,0
9203,M02722,M,296.3,305.8,1664,41.3,154,0,0,0,0,0,0
9204,L04669,L,304.4,315.5,1589,29.9,156,0,0,0,0,0,0
9205,H01814,H,302.4,313.0,1503,44.0,161,0,0,0,0,0,0
9206,L04670,L,297.4,306.4,1245,37.6,163,0,0,0,0,0,0
9207,M02723,M,299.3,309.2,1453,35.2,166,0,0,0,0,0,0
9208,M02724,M,299.5,308.8,1572,47.9,169,0,0,0,0,0,0
9209,M02725,M,302.2,312.3,1573,41.6,172,0,0,0,0,0,0
9210,M02726,M,295.7,304.9,1572,36.0,175,0,0,0,0,0,0
9211,H01815,H,299.0,309.1,1403,36.4,180,0,0,0,0,0,0
9212,H01816,H,296.5,306.2,1556,42.2,185,0,0,0,0,0,0
9213,L04671,L,299.4,309.3,1440,41.7,187,0,0,0,0,0,0
9214,L04672,L,299.1,311.1,1538,40.2,189,0,0,0,0,0,0
9215,L04673,L,300.2,309.8,1461,32.8,191,0,0,0,0,0,0
9216,L04674,L,298.8,306.9,1645,33.7,193,0,0,0,0,0,0
9217,M02727,M,298.5,309.5,1572,35.5,196,0,0,0,0,0,0
9218,H01817,H,301.2,312.2,1524,38.8,201,0,0,0,0,0,0
9219,H01818,H,300.9,308.9,1676,39.8,206,0,0,0,0,0,0
9220,L04675,L,301.1,310.4,1501,39.0,208,0,0,0,0,0,0
9221,L04676,L,299.6,310.1,1396,39.3,210,0,0,0,0,0,0
9222,M02728,M,298.9,309.4,1644,51.3,213,0,0,0,0,0,0
9223,M02729,M,299.8,309.8,1563,45.1,216,0,0,0,0,0,0
9224,L04677,L,301.0,311.0,1506,47.1,218,0,0,0,0,0,0
9225,H01819,H,295.6,304.7,1474,42.8,223,0,0,0,0,0,0
9226,H01820,H,300.8,308.4,1589,40.4,228,0,0,0,0,0,0
9227,L04678,L,300.6,312.7,1619,42.5,230,0,0,0,0,0,0
9228,H01821,H,300.1,309.2,1461,41.4,235,0,0,0,0,0,0
9229,L04679,L,299.7,309.9,1595,44.8,237,0,0,0,0,0,0
9230,M02730,M,294.9,304.7,1563,34.1,3,0,0,0,0,0,0
9231,L04680,L,299.1,310.0,1455,44.3,5,0,0,0,0,0,0
9232,L04681,L,303.6,313.7,1538,41.0,7,0,0,0,0,0,0
9233,H01822,H,300.0,310.2,1483,29.2,12,0,0,0,0,0,0
9234,L04682,L,299.4,306.8,1662,40.5,14,0,0,0,0,0,0
9235,M02731,M,300.0,309.2,1473,32.2,17,0,0,0,0,0,0
9236,L04683,L,300.7,311.5,1689,36.8,19,0,0,0,0,0,0
9237,L04684,L,301.3,312.0,1551,39.0,21,0,0,0,0,0,0
9238,L04685,L,299.5,308.6,1363,31.0,23,0,0,0,0,0,0
9239,L04686,L,300.8,309.3,1321,39.7,25,1,0,1,0,0,0
9240,M02732,M,303.4,313.5,1517,40.4,28,0,0,0,0,0,0
9241,L04687,L,302.0,309.1,1671,44.5,30,0,0,0,0,0,0
9242,M02733,M,304.7,313.5,1661,37.3,33,0,0,0,0,0,0
9243,M02734,M,298.7,310.4,1555,41.6,36,0,0,0,0,0,0
9244,M02735,M,303.4,314.8,1464,39.4,39,0,0,0,0,0,0
9245,L04688,L,298.4,308.9,1496,37.5,41,0,0,0,0,0,0
9246,H01823,H,300.7,311.0,1559,30.0,46,0,0,0,0,0,0
9247,L04689,L,301.5,309.5,1647,39.3,48,0,0,0,0,0,0
9248,L04690,L,299.0,308.2,1595,44.5,50,0,0,0,0,0,0
9249,L04691,L,300.2,309.9,1635,34.4,52,0,0,0,0,0,0
9250,L04692,L,301.8,311.1,1602,38.7,54,0,0,0,0,0,0
9251,L04693,L,298.6,308.2,1632,39.6,56,0,0,0,0,0,0
9252,M02736,M,303.3,314.6,1312,46.6,59,0,0,0,0,0,0
9253,L04694,L,297.2,306.7,1449,40.2,61,0,0,0,0,0,0
9254,L04695,L,303.9,313.5,1428,41.7,63,0,0,0,0,0,0
9255,M02737,M,302.0,312.7,1418,39.9,66,0,0,0,0,0,0
9256,L04696,L,299.8,308.4,1539,37.0,68,0,0,0,0,0,0
9257,L04697,L,299.2,308.4,1393,33.2,70,0,0,0,0,0,0
9258,L04698,L,299.0,308.2,1444,38.3,72,0,0,0,0,0,0
9259,M02738,M,299.7,309.8,1528,42.4,75,0,0,0,0,0,0
9260,L04699,L,299.9,309.6,1378,40.7,77,0,0,0,0,0,0
9261,L04700,L,302.5,312.2,1489,48.9,79,0,0,0,0,0,0
9262,M02739,M,303.9,313.3,1602,45.7,82,0,0,0,0,0,0
9263,M02740,M,300.4,309.3,1415,47.4,85,0,0,0,0,0,0
9264,M02741,M,298.3,308.9,1618,27.8,88,0,0,0,0,0,0
9265,H01824,H,298.9,308.6,1457,49.5,93,0,0,0,0,0,0
9266,L04701,L,299.6,310.3,1565,41.6,95,0,0,0,0,0,0
9267,L04702,L,297.9,306.8,1427,42.5,97,0,0,0,0,0,0
9268,L04703,L,297.6,307.0,1583,45.4,99,0,0,0,0,0,0
9269,L04704,L,304.2,314.0,1508,40.1,101,0,0,0,0,0,0
9270,L04705,L,300.6,310.5,1585,33.6,103,0,0,0,0,0,0
9271,L04706,L,298.3,309.1,1483,48.7,105,0,0,0,0,0,0
9272,M02742,M,301.6,311.2,1594,35.4,108,0,0,0,0,0,0
9273,M02743,M,297.6,308.4,1623,34.1,111,0,0,0,0,0,0
9274,L04707,L,297.8,308.2,1550,38.6,113,0,0,0,0,0,0
9275,M02744,M,298.4,308.3,1490,37.7,116,0,0,0,0,0,0
9276,L04708,L,303.3,312.4,1515,40.0,118,0,0,0,0,0,0
9277,L04709,L,299.5,310.3,1412,39.4,120,0,0,0,0,0,0
9278,M02745,M,295.1,304.2,1558,48.1,123,0,0,0,0,0,0
9279,L04710,L,302.4,312.4,1600,42.8,125,0,0,0,0,0,0
9280,L04711,L,299.4,309.3,1695,34.9,127,0,0,0,0,0,0
9281,L04712,L,296.3,306.1,1669,35.7,129,0,0,0,0,0,0
9282,H01825,H,299.4,309.0,1440,37.7,134,0,0,0,0,0,0
9283,M02746,M,301.0,310.2,1559,37.7,137,0,0,0,0,0,0
9284,L04713,L,300.8,309.2,1525,36.9,139,0,0,0,0,0,0
9285,H01826,H,303.6,315.0,1660,33.4,144,0,0,0,0,0,0
9286,M02747,M,298.3,307.8,1467,41.7,147,0,0,0,0,0,0
9287,M02748,M,300.1,310.0,1626,37.3,150,0,0,0,0,0,0
9288,H01827,H,298.6,308.5,1439,34.3,155,0,0,0,0,0,0
9289,L04714,L,296.9,308.0,1527,42.9,157,0,0,0,0,0,0
9290,L04715,L,301.8,313.7,1450,45.1,159,0,0,0,0,0,0
9291,M02749,M,300.9,311.1,1341,38.5,162,0,0,0,0,0,0
9292,M02750,M,300.6,310.4,1448,50.7,165,0,0,0,0,0,0
9293,M02751,M,300.9,309.7,1512,53.3,168,0,0,0,0,0,0
9294,M02752,M,298.6,307.2,1681,43.0,171,0,0,0,0,0,0
9295,H01828,H,298.0,306.2,1429,37.2,176,0,0,0,0,0,0
9296,H01829,H,300.1,309.3,1477,41.6,181,0,0,0,0,0,0
9297,H01830,H,302.3,310.2,1394,32.7,186,0,0,0,0,0,0
9298,H01831,H,303.2,314.3,1654,34.8,191,0,0,0,0,0,0
9299,H01832,H,301.6,312.0,1492,29.9,196,0,0,0,0,0,0
9300,L04716,L,300.1,309.8,1504,36.2,198,0,0,0,0,0,0
9301,L04717,L,300.5,311.6,1503,32.6,200,0,0,0,0,0,0
9302,L04718,L,300.0,309.0,1343,43.7,202,0,0,0,0,0,0
9303,H01833,H,297.9,307.1,1391,35.5,207,0,0,0,0,0,0
9304,M02753,M,300.0,308.1,1443,41.7,210,0,0,0,0,0,0
9305,M02754,M,297.3,308.1,1600,44.5,213,0,0,0,0,0,0
9306,L04719,L,299.8,308.9,1288,47.0,215,0,0,0,0,0,0
9307,L04720,L,303.3,313.3,1592,37.9,217,0,0,0,0,0,0
9308,M02755,M,301.6,312.6,1572,41.9,220,0,0,0,0,0,0
9309,L04721,L,298.2,309.5,1357,42.1,222,0,0,0,0,0,0
9310,L04722,L,299.9,309.8,1506,47.6,224,0,0,0,0,0,0
9311,L04723,L,298.3,308.7,1654,44.7,226,0,0,0,0,0,0
9312,L04724,L,299.9,309.0,1431,47.8,228,0,0,0,0,0,0
9313,M02756,M,302.1,313.8,1483,30.0,231,0,0,0,0,0,0
9314,L04725,L,301.3,311.1,1814,36.0,2,0,0,0,0,0,0
9315,M02757,M,305.0,315.0,1571,46.2,5,0,0,0,0,0,0
9316,L04726,L,302.4,312.0,1512,43.5,7,0,0,0,0,0,0
9317,H01834,H,300.4,311.6,1490,39.2,12,0,0,0,0,0,0
9318,L04727,L,301.4,311.6,1575,37.2,14,0,0,0,0,0,0
9319,M02758,M,299.6,310.4,1606,44.7,17,0,0,0,0,0,0
9320,M02759,M,297.7,308.1,1322,28.1,20,0,0,0,0,0,0
9321,L04728,L,302.6,312.4,1315,44.8,22,0,0,0,0,0,0
9322,H01835,H,302.0,312.9,1438,40.5,27,0,0,0,0,0,0
9323,M02760,M,299.5,309.9,1523,37.1,30,0,0,0,0,0,0
9324,L04729,L,300.5,309.6,1546,43.0,32,0,0,0,0,0,0
9325,L04730,L,302.5,311.5,1368,37.7,34,0,0,0,0,0,0
9326,H01836,H,301.7,311.8,1518,40.2,39,0,0,0,0,0,0
9327,M02761,M,297.1,308.0,1531,39.7,42,0,0,0,0,0,0
9328,L04731,L,300.5,312.1,1453,44.5,44,0,0,0,0,0,0
9329,L04732,L,299.7,307.9,1485,41.0,46,0,0,0,0,0,0
9330,H01837,H,302.2,312.3,1465,28.5,51,0,0,0,0,0,0
9331,M02762,M,302.1,312.6,1584,31.6,54,0,0,0,0,0,0
9332,M02763,M,302.6,312.9,1539,33.5,57,0,0,0,0,0,0
9333,L04733,L,297.8,308.8,1424,42.7,59,0,0,0,0,0,0
9334,M02764,M,298.4,309.1,1634,43.3,62,0,0,0,0,0,0
9335,L04734,L,302.2,311.2,1401,50.0,64,0,0,0,0,0,0
9336,L04735,L,298.8,307.8,1367,33.9,66,0,0,0,0,0,0
9337,M02765,M,297.0,307.3,1513,47.9,69,0,0,0,0,0,0
9338,H01838,H,301.1,312.1,1513,28.4,74,0,0,0,0,0,0
9339,L04736,L,298.9,309.0,1545,40.1,76,0,0,0,0,0,0
9340,L04737,L,303.6,312.0,1420,41.5,78,0,0,0,0,0,0
9341,M02766,M,300.6,309.5,1627,41.4,81,0,0,0,0,0,0
9342,M02767,M,300.3,311.0,1709,38.1,84,0,0,0,0,0,0
9343,H01839,H,299.3,308.9,1536,40.7,89,0,0,0,0,0,0
9344,M02768,M,303.2,313.3,1570,32.6,92,0,0,0,0,0,0
9345,L04738,L,300.7,311.8,1326,45.2,94,0,0,0,0,0,0
9346,H01840,H,299.2,308.0,1495,41.5,99,0,0,0,0,0,0
9347,M02769,M,298.4,308.0,1468,42.2,102,0,0,0,0,0,0
9348,H01841,H,299.9,309.3,1452,38.3,107,0,0,0,0,0,0
9349,M02770,M,298.0,308.4,1472,38.0,110,0,0,0,0,0,0
9350,H01842,H,302.1,312.8,1482,43.1,115,0,0,0,0,0,0
9351,L04739,L,296.4,304.9,1393,49.5,117,0,0,0,0,0,0
9352,L04740,L,299.7,309.7,1489,31.6,119,0,0,0,0,0,0
9353,H01843,H,301.2,312.1,1434,31.3,124,0,0,0,0,0,0
9354,L04741,L,300.7,308.8,1617,41.6,126,0,0,0,0,0,0
9355,L04742,L,298.6,308.5,1571,38.0,128,0,0,0,0,0,0
9356,M02771,M,301.3,310.1,1571,40.7,131,0,0,0,0,0,0
9357,H01844,H,298.2,307.6,1636,39.9,136,0,0,0,0,0,0
9358,L04743,L,300.0,307.5,1455,43.7,138,0,0,0,0,0,0
9359,H01845,H,301.3,312.7,1565,38.3,143,0,0,0,0,0,0
9360,M02772,M,300.9,310.6,1645,32.8,146,0,0,0,0,0,0
9361,M02773,M,298.6,307.8,1448,35.3,149,0,0,0,0,0,0
9362,H01846,H,302.4,312.7,1335,39.0,154,0,0,0,0,0,0
9363,L04744,L,300.2,309.1,1469,32.5,156,0,0,0,0,0,0
9364,L04745,L,301.5,310.3,1634,39.8,158,0,0,0,0,0,0
9365,L04746,L,303.1,314.6,1443,40.4,160,0,0,0,0,0,0
9366,M02774,M,302.2,314.0,1491,37.9,163,0,0,0,0,0,0
9367,M02775,M,302.2,311.6,1460,41.3,166,0,0,0,0,0,0
9368,H01847,H,300.4,311.5,1519,30.3,171,0,0,0,0,0,0
9369,M02776,M,301.6,311.9,1433,34.3,174,0,0,0,0,0,0
9370,M02777,M,300.4,309.0,1390,33.1,177,0,0,0,0,0,0
9371,M02778,M,297.6,306.7,1494,45.3,180,0,0,0,0,0,0
9372,L04747,L,300.6,312.2,1511,53.8,182,0,0,0,0,0,0
9373,L04748,L,300.5,309.1,1650,34.7,184,0,0,0,0,0,0
9374,H01848,H,301.2,313.4,1545,38.6,189,0,0,0,0,0,0
9375,L04749,L,299.7,309.2,1421,35.8,191,0,0,0,0,0,0
9376,L04750,L,298.5,310.1,1465,41.3,193,0,0,0,0,0,0
9377,M02779,M,301.3,311.0,1609,36.3,196,0,0,0,0,0,0
9378,L04751,L,297.4,308.2,1496,41.7,198,0,0,0,0,0,0
9379,H01849,H,302.9,314.3,1429,44.0,203,0,0,0,0,0,0
9380,L04752,L,299.5,310.9,1546,32.7,205,0,0,0,0,0,0
9381,L04753,L,300.5,309.9,1459,41.6,207,0,0,0,0,0,0
9382,L04754,L,301.1,310.3,1586,29.2,209,0,0,0,0,0,0
9383,M02780,M,301.2,311.1,1574,38.5,212,0,0,0,0,0,0
9384,L04755,L,297.2,305.9,1423,38.1,214,0,0,0,0,0,0
9385,M02781,M,301.6,311.9,1716,38.6,217,0,0,0,0,0,0
9386,H01850,H,300.6,309.8,1526,38.1,222,0,0,0,0,0,0
9387,H01851,H,298.7,309.8,1272,37.0,227,0,0,0,0,0,0
9388,L04756,L,298.5,307.9,1576,38.4,2,0,0,0,0,0,0
9389,L04757,L,299.3,307.6,1278,41.4,4,1,0,1,0,0,0
9390,M02782,M,297.4,308.8,1642,41.6,7,0,0,0,0,0,0
9391,H01852,H,303.4,313.6,1544,40.7,12,0,0,0,0,0,0
9392,H01853,H,303.0,313.0,1523,36.6,17,0,0,0,0,0,0
9393,L04758,L,300.9,312.0,1530,46.5,19,0,0,0,0,0,0
9394,M02783,M,299.6,310.4,1588,49.2,22,0,0,0,0,0,0
9395,L04759,L,299.6,308.8,1481,32.3,24,0,0,0,0,0,0
9396,L04760,L,301.5,311.1,1529,41.0,26,0,0,0,0,0,0
9397,L04761,L,303.5,312.4,1541,37.2,28,0,0,0,0,0,0
9398,L04762,L,298.9,307.4,1241,45.6,30,1,0,1,0,0,0
9399,L04763,L,297.8,308.3,1589,39.9,32,0,0,0,0,0,0
9400,L04764,L,303.1,313.5,1606,40.3,34,0,0,0,0,0,0
9401,M02784,M,296.4,307.2,1575,43.0,37,0,0,0,0,0,0
9402,L04765,L,298.0,309.3,1568,38.2,39,0,0,0,0,0,0
9403,M02785,M,299.5,310.3,1689,50.1,42,0,0,0,0,0,0
9404,L04766,L,296.9,307.7,1525,43.1,44,0,0,0,0,0,0
9405,L04767,L,302.2,310.1,1529,45.6,46,0,0,0,0,0,0
9406,L04768,L,301.7,311.4,1464,38.7,48,0,0,0,0,0,0
9407,L04769,L,298.9,309.8,1338,39.3,50,0,0,0,0,0,0
9408,M02786,M,302.6,311.4,1575,44.9,53,0,0,0,0,0,0
9409,L04770,L,302.9,313.0,1475,44.3,55,0,0,0,0,0,0
9410,M02787,M,299.8,310.3,1337,32.5,58,0,0,0,0,0,0
9411,L04771,L,299.1,309.5,1522,40.8,60,0,0,0,0,0,0
9412,M02788,M,304.5,314.9,1519,42.8,63,0,0,0,0,0,0
9413,M02789,M,301.4,312.0,1506,39.2,66,0,0,0,0,0,0
9414,L04772,L,300.5,310.7,1543,42.3,68,0,0,0,0,0,0
9415,L04773,L,302.7,311.3,1373,39.5,70,1,0,1,0,0,0
9416,L04774,L,300.6,311.1,1629,26.5,72,0,0,0,0,0,0
9417,M02790,M,299.0,309.3,1573,32.1,75,0,0,0,0,0,0
9418,L04775,L,300.2,308.7,1654,45.8,77,0,0,0,0,0,0
9419,M02791,M,302.1,313.5,1474,38.5,80,0,0,0,0,0,0
9420,M02792,M,296.0,306.5,1573,41.1,83,0,0,0,0,0,0
9421,H01854,H,299.4,308.0,1343,40.0,88,0,0,0,0,0,0
9422,M02793,M,302.8,311.9,1446,35.0,91,0,0,0,0,0,0
9423,M02794,M,299.0,308.4,1392,37.2,94,0,0,0,0,0,0
9424,L04776,L,303.1,312.5,1555,42.0,96,0,0,0,0,0,0
9425,H01855,H,302.8,313.1,1419,42.6,101,0,0,0,0,0,0
9426,M02795,M,299.9,308.9,1486,53.1,104,0,0,0,0,0,0
9427,L04777,L,298.9,310.0,1529,37.1,106,0,0,0,0,0,0
9428,H01856,H,299.4,310.5,1489,50.0,111,0,0,0,0,0,0
9429,L04778,L,305.3,315.9,1398,34.8,113,0,0,0,0,0,0
9430,H01857,H,303.7,313.8,1694,42.9,118,0,0,0,0,0,0
9431,H01858,H,300.3,311.2,1541,41.1,123,0,0,0,0,0,0
9432,L04779,L,298.8,308.5,1695,39.2,125,0,0,0,0,0,0
9433,M02796,M,300.2,309.5,1426,40.0,128,0,0,0,0,0,0
9434,L04780,L,300.5,311.7,1492,36.3,130,0,0,0,0,0,0
9435,L04781,L,297.5,307.8,1538,45.4,132,0,0,0,0,0,0
9436,L04782,L,300.2,309.5,1683,34.9,134,0,0,0,0,0,0
9437,M02797,M,302.6,312.2,1694,41.9,137,0,0,0,0,0,0
9438,L04783,L,296.4,305.7,1486,44.5,139,0,0,0,0,0,0
9439,L04784,L,301.7,313.7,1457,48.3,141,0,0,0,0,0,0
9440,M02798,M,302.7,312.8,1529,45.8,144,0,0,0,0,0,0
9441,L04785,L,298.9,309.0,1650,43.4,146,0,0,0,0,0,0
9442,L04786,L,303.4,314.1,1543,36.2,148,0,0,0,0,0,0
9443,L04787,L,298.6,307.4,1561,35.3,150,0,0,0,0,0,0
9444,L04788,L,300.9,312.0,1649,33.2,152,0,0,0,0,0,0
9445,L04789,L,299.4,308.8,1632,32.6,154,0,0,0,0,0,0
9446,L04790,L,299.4,311.2,1636,40.0,156,0,0,0,0,0,0
9447,H01859,H,298.8,308.5,1600,35.6,161,0,0,0,0,0,0
9448,M02799,M,301.4,312.4,1673,47.2,164,0,0,0,0,0,0
9449,L04791,L,301.7,309.2,1416,36.5,166,0,0,0,0,0,0
9450,L04792,L,299.9,308.7,1763,40.6,168,0,0,0,0,0,0
9451,L04793,L,297.3,307.0,1644,38.4,170,0,0,0,0,0,0
9452,M02800,M,300.8,308.8,1522,31.6,173,0,0,0,0,0,0
9453,L04794,L,300.8,311.4,1649,46.5,175,0,0,0,0,0,0
9454,L04795,L,299.6,309.9,1503,44.2,177,0,0,0,0,0,0
9455,H01860,H,303.7,312.7,1585,44.9,182,0,0,0,0,0,0
9456,L04796,L,296.9,306.9,1597,43.6,184,0,0,0,0,0,0
9457,L04797,L,295.6,306.4,1624,35.4,186,0,0,0,0,0,0
9458,H01861,H,298.5,306.4,1492,35.6,191,0,0,0,0,0,0
9459,M02801,M,301.4,310.1,1626,42.7,194,0,0,0,0,0,0
9460,L04798,L,297.9,307.6,1494,49.3,196,0,0,0,0,0,0
9461,M02802,M,298.0,308.1,1611,42.3,199,0,0,0,0,0,0
9462,L04799,L,301.9,311.8,1536,45.9,201,0,0,0,0,0,0
9463,M02803,M,300.9,311.8,1356,36.8,204,0,0,0,0,0,0
9464,L04800,L,300.8,311.2,1464,46.6,206,0,0,0,0,0,0
9465,H01862,H,301.6,312.3,1623,37.5,211,1,1,0,0,0,0
9466,H01863,H,299.1,307.8,1508,41.4,5,0,0,0,0,0,0
9467,H01864,H,299.2,309.4,1659,37.8,10,0,0,0,0,0,0
9468,H01865,H,301.6,311.3,1417,45.3,15,0,0,0,0,0,0
9469,M02804,M,297.3,308.8,1608,45.4,18,0,0,0,0,0,0
9470,L04801,L,295.7,305.9,1533,31.1,20,0,0,0,0,0,0
9471,L04802,L,299.1,308.5,1513,48.0,22,0,0,0,0,0,0
9472,M02805,M,301.9,312.7,1420,54.3,25,0,0,0,0,0,0
9473,H01866,H,300.5,311.1,1559,37.9,30,0,0,0,0,0,0
9474,L04803,L,301.7,310.9,1437,39.2,32,0,0,0,0,0,0
9475,H01867,H,296.0,305.6,1474,47.4,37,0,0,0,0,0,0
9476,H01868,H,300.6,310.3,1524,40.4,42,0,0,0,0,0,0
9477,H01869,H,301.3,312.5,1501,40.0,47,0,0,0,0,0,0
9478,H01870,H,297.3,307.5,1641,51.4,52,0,0,0,0,0,0
9479,L04804,L,301.7,312.5,1279,31.9,54,0,0,0,0,0,0
9480,L04805,L,299.8,309.3,1520,35.3,56,0,0,0,0,0,0
9481,L04806,L,306.1,316.5,1502,42.5,58,0,0,0,0,0,0
9482,L04807,L,295.6,306.9,1537,30.3,60,0,0,0,0,0,0
9483,M02806,M,302.7,312.4,1484,37.8,63,0,0,0,0,0,0
9484,H01871,H,299.2,309.3,1640,37.7,68,0,0,0,0,0,0
9485,H01872,H,296.8,305.4,1512,45.8,73,0,0,0,0,0,0
9486,M02807,M,298.9,308.2,1551,44.2,76,0,0,0,0,0,0
9487,L04808,L,300.6,310.2,1627,29.9,78,0,0,0,0,0,0
9488,L04809,L,302.1,311.0,1543,35.8,80,0,0,0,0,0,0
9489,L04810,L,303.4,314.8,1411,35.9,82,0,0,0,0,0,0
9490,L04811,L,302.8,312.0,1495,38.7,84,0,0,0,0,0,0
9491,M02808,M,298.1,308.9,1526,33.4,87,0,0,0,0,0,0
9492,L04812,L,302.3,312.4,1373,42.7,89,0,0,0,0,0,0
9493,L04813,L,300.8,310.8,1467,35.8,91,0,0,0,0,0,0
9494,L04814,L,298.7,310.2,1531,43.5,93,0,0,0,0,0,0
9495,M02809,M,299.6,307.3,1739,40.0,96,0,0,0,0,0,0
9496,L04815,L,298.6,308.4,1575,34.2,98,0,0,0,0,0,0
9497,L04816,L,300.1,309.0,1554,48.3,100,0,0,0,0,0,0
9498,L04817,L,298.5,306.6,1707,48.5,102,0,0,0,0,0,0
9499,H01873,H,297.9,306.7,1597,41.7,107,0,0,0,0,0,0
9500,L04818,L,301.0,311.0,1611,38.6,109,0,0,0,0,0,0
9501,M02810,M,301.3,310.5,1497,33.7,112,0,0,0,0,0,0
9502,M02811,M,299.6,310.5,1411,46.4,115,0,0,0,0,0,0
9503,M02812,M,302.7,312.5,1564,44.9,118,0,0,0,0,0,0
9504,H01874,H,299.5,309.2,1720,35.1,123,0,0,0,0,0,0
9505,L04819,L,299.4,309.1,1689,35.9,125,0,0,0,0,0,0
9506,L04820,L,301.3,311.2,1604,42.7,127,0,0,0,0,0,0
9507,L04821,L,299.7,309.3,1469,32.9,129,0,0,0,0,0,0
9508,M02813,M,300.2,309.3,1383,36.2,132,0,0,0,0,0,0
9509,L04822,L,295.0,305.9,1456,33.8,134,0,0,0,0,0,0
9510,L04823,L,300.0,309.4,1560,33.9,136,0,0,0,0,0,0
9511,M02814,M,296.3,306.0,1491,35.7,139,0,0,0,0,0,0
9512,M02815,M,297.6,308.0,1638,45.4,142,0,0,0,0,0,0
9513,L04824,L,297.3,307.6,1389,29.5,144,0,0,0,0,0,0
9514,M02816,M,297.9,307.0,1525,42.6,147,0,0,0,0,0,0
9515,M02817,M,298.9,309.7,1461,41.5,150,0,0,0,0,0,0
9516,L04825,L,299.0,309.6,1637,45.8,152,0,0,0,0,0,0
9517,L04826,L,301.3,311.5,1592,41.5,154,0,0,0,0,0,0
9518,M02818,M,300.4,310.0,1455,37.7,157,0,0,0,0,0,0
9519,M02819,M,296.2,305.8,1623,35.1,160,0,0,0,0,0,0
9520,L04827,L,300.2,310.0,1376,45.9,162,0,0,0,0,0,0
9521,L04828,L,300.6,309.4,1359,43.0,164,0,0,0,0,0,0
9522,M02820,M,299.3,309.3,1449,37.0,167,0,0,0,0,0,0
9523,H01875,H,299.9,310.8,1340,45.5,172,0,0,0,0,0,0
9524,M02821,M,300.4,311.3,1527,37.3,175,0,0,0,0,0,0
9525,L04829,L,301.5,311.1,1530,40.0,177,0,0,0,0,0,0
9526,L04830,L,296.9,307.9,1497,36.4,179,0,0,0,0,0,0
9527,H01876,H,299.5,311.4,1592,43.2,184,0,0,0,0,0,0
9528,L04831,L,303.0,312.7,1466,34.0,186,0,0,0,0,0,0
